,Description,clips,category,key_word
656,"Wooden baseball bat dropped onto dirt, scrape on ground (1).",new_clips2/656.mp3,wood,wooden
657,Wooden baseball bat dropped onto grass with rolling (4).,new_clips2/657.mp3,wood,wooden
658,Wooden baseball bat dropped onto grass with rolling (3).,new_clips2/658.mp3,wood,wooden
659,Wooden baseball bat dropped onto grass with rolling (2).,new_clips2/659.mp3,wood,wooden
660,Wooden baseball bat dropped onto grass with rolling (1).,new_clips2/660.mp3,wood,wooden
661,Metal baseball bat dropped into dirt - scraping and pebbles (14).,new_clips2/661.mp3,metal,metal
662,Metal baseball bat dropped into dirt - scraping and pebbles (13).,new_clips2/662.mp3,metal,metal
663,Metal baseball bat dropped into dirt - scraping and pebbles (12).,new_clips2/663.mp3,metal,metal
664,Metal baseball bat dropped into dirt - scraping and pebbles (11).,new_clips2/664.mp3,metal,metal
665,Metal baseball bat dropped into dirt - scraping and pebbles (10).,new_clips2/665.mp3,metal,metal
666,Metal baseball bat dropped into dirt - scraping and pebbles (9).,new_clips2/666.mp3,metal,metal
667,Metal baseball bat dropped into dirt - scraping and pebbles (8).,new_clips2/667.mp3,metal,metal
668,Metal baseball bat dropped into dirt - scraping and pebbles (7).,new_clips2/668.mp3,metal,metal
669,Metal baseball bat dropped into dirt - scraping and pebbles (6).,new_clips2/669.mp3,metal,metal
670,Metal baseball bat dropped into dirt - scraping and pebbles (5).,new_clips2/670.mp3,metal,metal
671,Metal baseball bat dropped into dirt - scraping and pebbles (4).,new_clips2/671.mp3,metal,metal
672,Metal baseball bat dropped into dirt - scraping and pebbles (3).,new_clips2/672.mp3,metal,metal
673,Metal baseball bat dropped into dirt - scraping and pebbles (2).,new_clips2/673.mp3,metal,metal
674,Metal baseball bat dropped into dirt - scraping and pebbles (1).,new_clips2/674.mp3,metal,metal
675,Metal baseball bat dropped in grass with ring (5).,new_clips2/675.mp3,metal,metal
676,Metal baseball bat dropped in grass with ring (4).,new_clips2/676.mp3,metal,metal
677,Metal baseball bat dropped in grass with ring (3).,new_clips2/677.mp3,metal,metal
678,Metal baseball bat dropped in grass with ring (2).,new_clips2/678.mp3,metal,metal
679,Metal baseball bat dropped in grass with ring (1).,new_clips2/679.mp3,metal,metal
680,"Sound design - Fluttering, wobbling drop.",new_clips2/680.mp3,trash,sound
681,"Breaking ceramic plates - series of drops on floor,",new_clips2/681.mp3,trash,plates
682,Change handling - quarters fall onto soft surface.,new_clips2/682.mp3,trash,change
683,Gun foley - gun dropped onto metal plate.,new_clips2/683.mp3,trash,gun
684,Gun foley - gun dropped into metal grate.,new_clips2/684.mp3,trash,gun
685,"Gun foley - gun dropped onto cement, thin (4).",new_clips2/685.mp3,trash,gun
686,"Gun foley - gun dropped onto cement, thin (2).",new_clips2/686.mp3,trash,gun
687,"Gun foley - gun dropped onto cement, thin (1).",new_clips2/687.mp3,trash,gun
688,"Baseball bat - ringy, light individual hits (2).",new_clips2/688.mp3,trash,baseball
689,"Baseball bat - ringy, light individual hits.",new_clips2/689.mp3,trash,baseball
690,"Baseball bat dropped, rattle and ring out.",new_clips2/690.mp3,trash,baseball
691,Dropping bananas on wood and picking up.,new_clips2/691.mp3,trash,bananas
692,Series - Single spice container hitting floor and rolling,new_clips2/692.mp3,trash,series
693,"Purse foley, dropping up and down.",new_clips2/693.mp3,trash,purse
694,Phone dropping into metal grate (4).,new_clips2/694.mp3,trash,phone
695,Phone dropping into metal grate (3).,new_clips2/695.mp3,trash,phone
696,Phone dropping into metal grate (2).,new_clips2/696.mp3,trash,phone
697,Phone dropping into metal grate.,new_clips2/697.mp3,trash,phone
698,Series - various drops and hubcapping of handful of spice containers (2).,new_clips2/698.mp3,trash,series
699,Series - various drops and hubcapping of handful of spice containers,new_clips2/699.mp3,trash,series
700,"Loose coins dropped onto wooden counter, rattle to stop",new_clips2/700.mp3,metal,coins
701,"Loose coins dropped onto wooden counter, rattle to stop",new_clips2/701.mp3,metal,coins
702,"Phone handling - Series, Shoving Plastic object through metal grate",new_clips2/702.mp3,trash,phone
703,"Cell phone dropped onto cement, series of (x3).",new_clips2/703.mp3,trash,cell
704,"Large metal hatch door dropping, close up.",new_clips2/704.mp3,metal,metal
705,"Large, heavy metal hatch door dropping, close up.",new_clips2/705.mp3,metal,metal
706,Paper coffee cup dropping.,new_clips2/706.mp3,paper,paper
707,Paper coffee cup being dropped.,new_clips2/707.mp3,paper,paper
708,Paper coffee cup dropping.,new_clips2/708.mp3,paper,paper
709,Paper coffee cup dropping.,new_clips2/709.mp3,paper,paper
710,Paper coffee cup dropping.,new_clips2/710.mp3,paper,paper
711,Duffle bag foley - series of drops and slides. Heavy gear.,new_clips2/711.mp3,trash,duffle
712,Duffle bag foley - series of firm drops. Heavy gear.,new_clips2/712.mp3,trash,duffle
713,Metal padlock being dropped.,new_clips2/713.mp3,metal,metal
714,Metal padlock being dropped.,new_clips2/714.mp3,metal,metal
715,Metal padlock being dropped.,new_clips2/715.mp3,metal,metal
716,Small piece of metal being dropped and clanging.,new_clips2/716.mp3,trash,piece
717,Small piece of metal being dropped and clanging.,new_clips2/717.mp3,trash,piece
718,Small piece of metal being dropped and clanging.,new_clips2/718.mp3,trash,piece
719,"Wood being broken on a zither, which is then dropped.",new_clips2/719.mp3,wood,wood
720,Rubber stick being dropped on the strings of a zither.,new_clips2/720.mp3,trash,rubber
721,Rubber stick being dropped on the strings of a zither.,new_clips2/721.mp3,trash,rubber
722,"Wood being broken on a zither, which is then dropped.",new_clips2/722.mp3,wood,wood
723,Bolt being dropped on the strings of a zither.,new_clips2/723.mp3,trash,bolt
724,"Wood bolt being dropped on a zither, repeatedly.",new_clips2/724.mp3,wood,wood
725,"Wood being broken on a zither, which is then dropped.",new_clips2/725.mp3,wood,wood
726,"Wood bolt being dropped on a zither, repeatedly.",new_clips2/726.mp3,wood,wood
727,Marble being dropped on zither.,new_clips2/727.mp3,trash,zither
728,Rubber stick being dropped on a string on a zither.,new_clips2/728.mp3,trash,rubber
729,Rubber stick being dropped on a string on a zither.,new_clips2/729.mp3,trash,rubber
730,"Rattling element - File being dropping on strings of a zither, with vibration.",new_clips2/730.mp3,trash,file
731,Marble being dropped on zither.,new_clips2/731.mp3,trash,zither
732,Marble being dropped on zither.,new_clips2/732.mp3,trash,zither
733,Marble being dropped on zither.,new_clips2/733.mp3,trash,zither
734,Marble being dropped on zither.,new_clips2/734.mp3,trash,zither
735,"Rattling element - File being dropping on strings of a zither, with vibration.",new_clips2/735.mp3,trash,file
736,Snow being dropped like debris.,new_clips2/736.mp3,trash,debris
737,Snow being dropped lightly.,new_clips2/737.mp3,trash,snow
738,Snow being dropped lightly.,new_clips2/738.mp3,trash,snow
739,Snow being dropped lightly.,new_clips2/739.mp3,trash,snow
740,Snow being dropped lightly.,new_clips2/740.mp3,trash,snow
741,Snow being dropped lightly into an ice creak.,new_clips2/741.mp3,trash,ice
742,Snow debris being dropped for a long length of time.,new_clips2/742.mp3,trash,length
743,Snow dust being swept up fast.,new_clips2/743.mp3,trash,dust
744,Snow dust being swept up fast.,new_clips2/744.mp3,trash,dust
745,Snow dust being swept up fast.,new_clips2/745.mp3,trash,dust
746,Snow debris leaving a creaky impact.,new_clips2/746.mp3,trash,impact
747,Snow leaving a gritty impact.,new_clips2/747.mp3,trash,impact
748,"Snow leaving a gritty impact, with ice scraping.",new_clips2/748.mp3,trash,impact
749,"Snow leaving a gritty impact, with ice scraping.",new_clips2/749.mp3,trash,impact
750,"Snow leaving a gritty impact, with ice scraping.",new_clips2/750.mp3,trash,impact
751,Coins being dropped into a metal bucket.,new_clips2/751.mp3,metal,coins
752,"Coins being dropped into a metal bucket, individually.",new_clips2/752.mp3,metal,coins
753,"Coins being handled into a metal bucket, lightly.",new_clips2/753.mp3,metal,coins
754,Duffle back being moved and then dropped.,new_clips2/754.mp3,trash,duffle
755,Duffle back being moved and then dropped.,new_clips2/755.mp3,trash,duffle
756,"Weight lifting - 2.5lb plate dropped on rubber mat, faint fluorescent light hum.",new_clips2/756.mp3,trash,weight
757,"Weight lifting - dropping 2.5 lb weight on rubber mat, edge of plate",new_clips2/757.mp3,trash,weight
758,"Metal 2.5 weight being dropped on a rubber mat hard from up high, faint fluorescent hum in background.",new_clips2/758.mp3,metal,metal
759,Metal 2.5 pound weight being dropped on a rubber mat hard from up high.,new_clips2/759.mp3,metal,metal
760,Metal 2.5 pound weight being dropped on a rubber mat hard from low height.,new_clips2/760.mp3,metal,metal
761,Metal 2.5 pound weight being dropped on a rubber mat hard from medium height.,new_clips2/761.mp3,metal,metal
762,Metal 2.5 pound weight being dropped on a rubber mat and rolling to the carpet with a faint fluorescent hum.,new_clips2/762.mp3,metal,metal
763,Metal 2.5 pound weight being dropped on a rubber mat with a smack.,new_clips2/763.mp3,metal,metal
764,Metal 2.5 pound weight being dropped on a rubber mat with a quiet wobble.,new_clips2/764.mp3,metal,metal
765,"Weight lifting - 5lb plate dropped on rubber mat - edge of plate, toppling.",new_clips2/765.mp3,trash,weight
766,"Weight lifting - 5lb plate dropped on rubber mat - high height, hard impact.",new_clips2/766.mp3,trash,weight
767,Weight lifting - 5lb plate dropped on rubber mat - high height.,new_clips2/767.mp3,trash,weight
768,Weight lifting - 5lb plate dropped on rubber mat - low height.,new_clips2/768.mp3,trash,weight
769,"Weight lifting - 5lb plate dropped on rubber mat - medium height, abrupt, firm impact.",new_clips2/769.mp3,trash,weight
770,"Weight lifting - 5lb plate dropped on rubber mat - medium height, simple.",new_clips2/770.mp3,trash,weight
771,Weight lifting - 5lb plate dropped on rubber mat - weak impact.,new_clips2/771.mp3,trash,weight
772,Metal 5 pound weight being dropped on a rubber mat.,new_clips2/772.mp3,metal,metal
773,"Dice being shook and dropped on a hard surface, series.",new_clips2/773.mp3,trash,dice
774,"Snow chunk dropping - crusty plate, airy.",new_clips2/774.mp3,trash,crusty
775,Snow chunk dropping - deep crusty compression.,new_clips2/775.mp3,trash,compression
776,Snow plate dropping - deep crusty impact.,new_clips2/776.mp3,trash,plate
777,Snow Snow plate dropping - deep crunchy impact.,new_clips2/777.mp3,trash,snow
778,"Snow chunk dropping - deep, crusty impact.",new_clips2/778.mp3,trash,deep
779,"Snow plate dropping - gritty, crusty impact",new_clips2/779.mp3,trash,plate
780,"Snow plate dropping - gritty,",new_clips2/780.mp3,trash,plate
781,"Snow plate impact - hard, crispy hit.",new_clips2/781.mp3,trash,plate
782,Snow plate impact - dropping with hard thud.,new_clips2/782.mp3,trash,plate
783,"Chunk of snow falling - crusty, drop from high height.",new_clips2/783.mp3,trash,crusty
784,"Chunk of snow falling - crusty drop, sweetener.",new_clips2/784.mp3,trash,crusty
785,Chunk of snow falling - thrown impact with sliding.,new_clips2/785.mp3,trash,impact
786,"Snowchunk dropping - crunchy, gritty plate.",new_clips2/786.mp3,trash,crunchy
787,Snow plate dropping - mushy impact.,new_clips2/787.mp3,trash,plate
788,"Snow chunk dropping - subsonic, abrupt.",new_clips2/788.mp3,trash,subsonic
789,"Snow chunk dropping - heavy, deep subsonic thud.",new_clips2/789.mp3,trash,heavy
790,Snow chunk dropping - light subsonic hit.,new_clips2/790.mp3,trash,light
791,"Thin chunk of snow dropping, sliding.",new_clips2/791.mp3,trash,thin
792,Snow plate impact - mushy hit.,new_clips2/792.mp3,trash,plate
793,"Snow chunk impact - mushy, abrupt drop.",new_clips2/793.mp3,trash,impact
794,"Snow chunk falling - crunchy, mushy impact.",new_clips2/794.mp3,trash,crunchy
795,Snow plate dropping - mushy impact.,new_clips2/795.mp3,trash,plate
796,Screw hitting hard into plastic lamination from a drop.,new_clips2/796.mp3,trash,screw
797,Screw hitting hard into plastic lamination with a bounce.,new_clips2/797.mp3,trash,screw
798,Screw being dropped on lamination.,new_clips2/798.mp3,trash,screw
799,Large rocks dropping and sliding on leaves.,new_clips2/799.mp3,trash,rocks
800,"Large rocks dropping and sliding on leaves, rolling - medium distant perspective.",new_clips2/800.mp3,trash,rocks
801,"Large rocks dropping and sliding on leaves, rolling.",new_clips2/801.mp3,trash,rocks
802,"Rock dropping on leaves, flat, toppling. Medium distant perspective.",new_clips2/802.mp3,trash,rock
803,"Rock dropping on leaves, flat, toppling.",new_clips2/803.mp3,trash,rock
804,"Rock dropping, smack and rolling into leaves.",new_clips2/804.mp3,trash,rock
805,"Rock dropping, smack and rolling into leaves.",new_clips2/805.mp3,trash,rock
806,"Rock dropping with grit, medium spray.",new_clips2/806.mp3,trash,rock
807,"Rock dropping with grit, medium spray.",new_clips2/807.mp3,trash,rock
808,"Large rock slap falling on edge, gritty. Medium distant perspective.",new_clips2/808.mp3,trash,rock
809,"Rock dropping down slope, roll and clatter.",new_clips2/809.mp3,trash,rock
810,Rock dropping down slope - clumsy roll and spilling,new_clips2/810.mp3,trash,rock
811,Rock dropping down slope - light spilling and rolling.,new_clips2/811.mp3,trash,rock
812,Rocks dropping down slope - spilling shower of rockfall.,new_clips2/812.mp3,trash,rocks
813,Rocks dropping down slope - thin spilling.,new_clips2/813.mp3,trash,rocks
814,Mint Lozenge being dropped on plexiglass with a bounce.,new_clips2/814.mp3,trash,mint
815,Mint Lozenge being dropped on plexiglass with a bounce.,new_clips2/815.mp3,trash,mint
816,Mint Lozenge being dropped on plexiglass with a hard bounce.,new_clips2/816.mp3,trash,mint
817,Glass marble being dropped on plexiglass with a bounce.,new_clips2/817.mp3,glass,glass
818,Glass marble being dropped on plexiglass with a bounce.,new_clips2/818.mp3,glass,glass
819,Glass marble being dropped on plexiglass with a bounce.,new_clips2/819.mp3,glass,glass
820,Glass marble being dropped on plexiglass with a bounce.,new_clips2/820.mp3,glass,glass
821,Glass marble being dropped on plexiglass with a roll.,new_clips2/821.mp3,glass,glass
822,Glass marble being dropped on plexiglass with a bounce and roll,new_clips2/822.mp3,glass,glass
823,Glass marble being dropped on plexiglass with an abrupt bounce and dash.,new_clips2/823.mp3,glass,glass
824,"Glass marble being dropped on plexiglass with a dash, bounce, and roll",new_clips2/824.mp3,glass,glass
825,glass marble being dropped on plexiglass with a dash and bounce.,new_clips2/825.mp3,glass,glass
826,3-lbs Steel chrome dumbbell being dropped on a rubber floor.,new_clips2/826.mp3,trash,steel
827,3-lbs Steel chrome dumbbell being dropped on a rubber floor.,new_clips2/827.mp3,trash,steel
828,25-lbs Steel chrome dumbbell being dropped at the end of a rubber floor.,new_clips2/828.mp3,trash,steel
829,25-lbs Steel chrome dumbbell being dropped at the end of a rubber floor with resonance.,new_clips2/829.mp3,trash,steel
830,25-lbs Steel chrome dumbbell being dropped on a thin rubber floor with resonance.,new_clips2/830.mp3,trash,steel
831,25-lbs Steel chrome dumbbell being replaced on the rack gently.,new_clips2/831.mp3,trash,steel
832,30-lbs Steel chrome dumbbell being dropped on a rubber floor with a dull thud.,new_clips2/832.mp3,trash,steel
833,30-lbs Steel chrome dumbbell being dropped on a rubber floor.,new_clips2/833.mp3,trash,steel
834,30-lbs Steel chrome dumbbell being dropped on a rubber floor with topple.,new_clips2/834.mp3,trash,steel
835,Dropping a bell pepper.,new_clips2/835.mp3,trash,bell
836,Dropping a bell pepper on hard surface.,new_clips2/836.mp3,trash,bell
837,"Bag of gems, jewels or beads dropped on flat surface.",new_clips2/837.mp3,trash,bag
838,"Bag of gems, jewels or beads emptied out, handled.",new_clips2/838.mp3,trash,bag
839,"Bag of gems, jewels or beads emptied out, handled, swished around.",new_clips2/839.mp3,trash,bag
840,"Spilling a bag of gems, jewels or beads.",new_clips2/840.mp3,trash,bag
841,"Emptying bag of jewels or gems, dropped at end.",new_clips2/841.mp3,trash,bag
842,"Bag of gems, jewels or beads dropped on surface, abrupt.",new_clips2/842.mp3,trash,bag
843,"Spilling a bag of gems, jewels or beads, rummaging through.",new_clips2/843.mp3,trash,bag
844,"Chain bath tub stopper, fine, dropping.",new_clips2/844.mp3,trash,chain
845,"Chain bath tub stopper, fine, dropping, abruptly.",new_clips2/845.mp3,trash,chain
846,Dime dropped on plexiglass and skittering.,new_clips2/846.mp3,trash,dime
847,Dime dropped on plexiglass and skittering.,new_clips2/847.mp3,trash,dime
848,"Dime dropped on plexiglass, wobbling, short.",new_clips2/848.mp3,trash,dime
849,"Coins dropped in pile, abruptly.",new_clips2/849.mp3,metal,coins
850,"Nickel dropped on plexiblass, skipping hard.",new_clips2/850.mp3,trash,nickel
851,Nickel dropped on plexiglass with wobble.,new_clips2/851.mp3,trash,nickel
852,"Nickel dropped on plexiglass and wobbling, 2.",new_clips2/852.mp3,trash,nickel
853,"Nickel dropped on plexiglass with wobble, 3.",new_clips2/853.mp3,trash,nickel
854,Nickels dropping on plexiglass and wobbling.,new_clips2/854.mp3,trash,nickels
855,Penny dropping on plexiglass with bounce and topple.,new_clips2/855.mp3,trash,penny
856,Penny dropping on plexiglass and bouncing.,new_clips2/856.mp3,trash,penny
857,"Penny dropped on plexiglass, hop.",new_clips2/857.mp3,trash,penny
858,"Penny dropping on plexiglass, skipping 1.",new_clips2/858.mp3,trash,penny
859,Penny falling on plexiglass and skipping 2.,new_clips2/859.mp3,trash,penny
860,Penny falling on plexiglass with a fast wobble.,new_clips2/860.mp3,trash,penny
861,Penny falling on plexiglass and wobbling fast 2.,new_clips2/861.mp3,trash,penny
862,Penny dropping on plexiglass.,new_clips2/862.mp3,trash,penny
863,Quarter falling on plexiglass and bouncing away.,new_clips2/863.mp3,trash,quarter
864,Quarter dropping on plexiglass and skipping.,new_clips2/864.mp3,trash,quarter
865,Quarter dropped on plexiglass with spin.,new_clips2/865.mp3,trash,quarter
866,"Toonie coin dropping on plexiglass, wobbling and accelerating.",new_clips2/866.mp3,metal,coin
867,"Toonie coin dropping on plexiglass and wobbling, fast",new_clips2/867.mp3,metal,coin
868,Toonie coin falling on plexiglass with a wobble.,new_clips2/868.mp3,metal,coin
869,"Coins dropping onto plexiglass, dashing.",new_clips2/869.mp3,metal,coins
870,"Coins dropping into return flap, subway or vending machine.",new_clips2/870.mp3,metal,coins
871,"Coins dropping into return flap, dropping, vending machine.",new_clips2/871.mp3,metal,coins
872,Handful of beads spilling on plexiglass and bouncing.,new_clips2/872.mp3,trash,beads
873,Plastic bag of beads spilling.,new_clips2/873.mp3,trash,bag
874,"Tiny bead dropped on plexiglass, light complex bouncing pattern.",new_clips2/874.mp3,trash,bead
875,"Beads dropped on plexiglass, bouncing complexly, perkily.",new_clips2/875.mp3,trash,beads
876,"Tiny bead dropped on plexiglass, complex bouncing pattern.",new_clips2/876.mp3,trash,bead
877,"Tiny beads dropped on plexiglass, light bounce.",new_clips2/877.mp3,trash,beads
878,"Tiny bead dropped on plexiglass, bouncing, settling.",new_clips2/878.mp3,trash,bead
879,"Tiny bead dropped on plexiglass, thin bouncing.",new_clips2/879.mp3,trash,bead
880,Tiny bead dropped on plexiglass - three bounces.,new_clips2/880.mp3,trash,bead
881,"Tiny bead dropped on plexiglass, bounces away.",new_clips2/881.mp3,trash,bead
882,"Tiny bead dropped on plexiglass, bounces 3x, evenly.",new_clips2/882.mp3,trash,bead
883,Bead dropped on plexiglass skips and bounces.,new_clips2/883.mp3,trash,bead
884,Handful of beads dropped on plexiglass - simulated diamond or gem spill.,new_clips2/884.mp3,trash,beads
885,"Handfull of beads dropped on plexiglass, simulated diamond or gem spill.",new_clips2/885.mp3,trash,beads
886,"Handful of beads dropped on plexiglas, spilling, raining down, simulated diamond or gem spill.",new_clips2/886.mp3,trash,beads
887,"Handful of beads dropped on plexiglass, spilling, raining, swelling.",new_clips2/887.mp3,trash,beads
888,"Handful of beads dropped on plexiglass, raining and spilling - simulated jewel spill.",new_clips2/888.mp3,trash,beads
889,"Beads dropping on plexiglass and bouncing, distinct falls.",new_clips2/889.mp3,trash,beads
890,Handful of beads falling on plexiglass and bouncing.,new_clips2/890.mp3,trash,beads
891,"Handful of beads dropping on plexiglass, bouncing.",new_clips2/891.mp3,trash,beads
892,Handful of beads dropped on a plexiglass surface.,new_clips2/892.mp3,trash,beads
893,"Handful of beads dropped on plexiglass surface, skittering.",new_clips2/893.mp3,trash,beads
894,"Beads dropped on plexiglass surface, spilling.",new_clips2/894.mp3,trash,beads
895,"Beads dropped on plexiglass surface, spilling out and bouncing.",new_clips2/895.mp3,trash,beads
896,"Handful of beads dropped on plexiglass surface, bouncing and skittering.",new_clips2/896.mp3,trash,beads
897,Gradually pouring beads onto a plexiglass surface.,new_clips2/897.mp3,trash,beads
898,Handful of beads dropping on plexiglass and rolling to cloth.,new_clips2/898.mp3,trash,beads
899,"Beads dropped on plexiglass and bouncing, slowly.",new_clips2/899.mp3,trash,beads
900,"Handful of beads gradually pouring onto surface, swelling and bouncing.",new_clips2/900.mp3,trash,beads
901,"Beads dropping onto plexiglass, handful, dash, bounce.",new_clips2/901.mp3,trash,beads
902,"Beads dropped onto plexiglass - handful, dumping, bouncing, trickling.",new_clips2/902.mp3,trash,beads
903,"Beads, medium handful, low height bounce.",new_clips2/903.mp3,trash,beads
904,"Handful of beads dropping on plexiglass, trickling, bouncing.",new_clips2/904.mp3,trash,beads
905,"Beads falling on plexiglass, trickling slow to fast.",new_clips2/905.mp3,trash,beads
906,"Handful of beads on plexiglass, shuffling back and forth.",new_clips2/906.mp3,trash,beads
907,"Beads on plexiglass surface - batting, shuffling, rolling.",new_clips2/907.mp3,trash,beads
908,"Handful of beads on plexiglass surface, batting, rolling, swiping, shuffing.",new_clips2/908.mp3,trash,beads
909,"Beads on plexiglass surface, shuffling, roughly.",new_clips2/909.mp3,trash,beads
910,"Handful of beads on plexiglass, scooping and gathering, complexly.",new_clips2/910.mp3,trash,beads
911,Handful of tiny beads dropping into plastic case - hesitant and light.,new_clips2/911.mp3,trash,beads
912,"Handful of tiny beads dropping into plastic case, gradually, piecemeal.",new_clips2/912.mp3,trash,beads
913,"Tiny beads - dropped in plastic case, simple, short. 1",new_clips2/913.mp3,trash,beads
914,"Tiny beads - dropped in plastic case, simple, short. 2",new_clips2/914.mp3,trash,beads
915,"Tiny beads - dropped in plastic case, simple, short. 3",new_clips2/915.mp3,trash,beads
916,"Tiny beads - dropped in plastic case, simple, hard.",new_clips2/916.mp3,trash,beads
917,"Beads - tiny handful dropped, spills. 1",new_clips2/917.mp3,trash,beads
918,"Beads - tiny handful dropped, spills. 2",new_clips2/918.mp3,trash,beads
919,"Beads - tiny handful dropped, spills. 3",new_clips2/919.mp3,trash,beads
920,"Tiny beads spilling on plexiglass, hesitantly.",new_clips2/920.mp3,trash,beads
921,"Dropping a pile of 6in nails on the ground, clinking noise..",new_clips2/921.mp3,trash,nails
922,Crunchy wooden impact with clattering.,new_clips2/922.mp3,wood,wooden
923,"Pile of sticks dropping, breaking.",new_clips2/923.mp3,trash,sticks
924,"Pile of wood, breaking/impact",new_clips2/924.mp3,wood,wood
925,Clattering/breaking pile of wood.,new_clips2/925.mp3,wood,wood
926,Pile of wood clattering/breaking.,new_clips2/926.mp3,wood,wood
927,Woodpile breaking and clattering.,new_clips2/927.mp3,trash,breaking
928,Breaking and rattling woodpile.,new_clips2/928.mp3,trash,breaking
929,A metal spoon being dropped into a ceramic bowl.,new_clips2/929.mp3,metal,metal
930,"Dropping Nut And Bolt On Concrete. Bounces. Metal Rattle And Ring, Single",new_clips2/930.mp3,trash,nut
931,Dropping Nut And Bolt On Concrete. Metal Rattle Ring: Single,new_clips2/931.mp3,trash,nut
932,Dropping Nuts And Bolts On Concrete. Metal Rattle,new_clips2/932.mp3,trash,nuts
933,Big Hollow Wood On Wood Logs Impact. Single Bright Click,new_clips2/933.mp3,trash,hollow
934,"Big Hollow Wood On Wood Logs Impact, Single",new_clips2/934.mp3,trash,hollow
935,"Dull Hollow Wood On Wood Logs Impact, Single",new_clips2/935.mp3,trash,hollow
936,Handling Old Heavy Rusty Chain Dropped On Floor,new_clips2/936.mp3,trash,rusty
937,Old Heavy Rustly Chain Dropped On Floor,new_clips2/937.mp3,trash,chain
938,Small Piece Of Wood Dropped On Floor With Bounces,new_clips2/938.mp3,trash,piece
939,"Wooden Pallet Dropped On Ground, Concrete, Falls On Side Then Falls Over",new_clips2/939.mp3,wood,wooden
940,"Wooden Pallet Dropped On Ground, Concrete, Falls On Side And Bounces",new_clips2/940.mp3,wood,wooden
941,"Large Metal Pipe Dropped On Ground, Impact, Two Parts",new_clips2/941.mp3,metal,metal
942,"Large Metal Pipe Dropped On Ground, Single Impact",new_clips2/942.mp3,metal,metal
943,Large Metal Pipe Lightly Dropped On Ground. Impact Bounces,new_clips2/943.mp3,metal,metal
944,"Large Metal Pipe Lightly Dropped On Ground, Impact With Bounces",new_clips2/944.mp3,metal,metal
945,Large Metal Wheel Rim Dropped On Ground With Dull Thuds And Ring Out. Reverb. Metallic,new_clips2/945.mp3,metal,metal
946,Large Metal Wheel Rim Dropped On Ground With Dull Thuds And Ring Out. Reverb. Metallic,new_clips2/946.mp3,metal,metal
947,"Large Metal Wheel Rim Dropped On Ground. Large Ring Out With Reverb, Metallic 2",new_clips2/947.mp3,metal,metal
948,"Large Metal Wheel Rim Dropped On Ground. Large Ring Out With Reverb, Metallic 3",new_clips2/948.mp3,metal,metal
949,Ice block set down rattle,new_clips2/949.mp3,trash,ice
950,Ice pond frozen bucket fall in hole through ice break,new_clips2/950.mp3,trash,ice
951,Ice block drop break cement,new_clips2/951.mp3,trash,ice
952,Ice pick drop,new_clips2/952.mp3,trash,ice
953,Metal bar dropping x2 with a ring,new_clips2/953.mp3,metal,metal
954,Metal tray dropping with a crash and a clink in a series,new_clips2/954.mp3,metal,metal
955,Rock dropping on rocks with a clatter in two stages,new_clips2/955.mp3,trash,rock
956,Rock dropping on rocks with a clatter booster,new_clips2/956.mp3,trash,rock
957,Medium ice cubes dropping into a glass tumbler in a simple and slick way.,new_clips2/957.mp3,trash,ice
958,Rock dropping on rocks with a clatter and brushing,new_clips2/958.mp3,trash,rock
959,Metal plating dropping sloppily with a clang in the distance,new_clips2/959.mp3,metal,metal
960,"Rock dropping on rocks with a clatter, leafy",new_clips2/960.mp3,trash,rock
961,Metal plating dropping abruptly with a clang in the distance,new_clips2/961.mp3,metal,metal
962,Metal tray dropping with a crash gong-like x2,new_clips2/962.mp3,metal,metal
963,Rock dropping on rocks with a clatter succinctly,new_clips2/963.mp3,trash,rock
964,Lid dropping inside a can simply.,new_clips2/964.mp3,trash,lid
965,Metal tray dropping with a simple crash,new_clips2/965.mp3,metal,metal
966,Metal tray dropping with a crash in a series,new_clips2/966.mp3,metal,metal
967,Metal tray dropping with a crash with a wobble,new_clips2/967.mp3,metal,metal
968,Metal tray dropping with a crash thin and clumsy,new_clips2/968.mp3,metal,metal
969,Jewelry dropping casually,new_clips2/969.mp3,trash,jewelry
970,Metal tray dropping with a loud crash x4,new_clips2/970.mp3,metal,metal
971,Metal tray dropping with a crash and a thin rattle,new_clips2/971.mp3,metal,metal
972,Small plastic container dropping on tile (1).,new_clips2/972.mp3,plastic,plastic
973,Rock dropping on rocks with a clatter quickly,new_clips2/973.mp3,trash,rock
974,Metal tray dropping with a crash and clang in a series,new_clips2/974.mp3,metal,metal
975,Rock dropping on rocks with a clatter while dumping,new_clips2/975.mp3,trash,rock
976,Metal tray dropping with a hard crash x3,new_clips2/976.mp3,metal,metal
977,Metal bar dropping x2,new_clips2/977.mp3,metal,metal
978,Metal plating dropping slowly with a clang in the distance,new_clips2/978.mp3,metal,metal
979,Metal plating dropping and throwing twice with a clang in the distance,new_clips2/979.mp3,metal,metal
980,Metal tray dropping with a crash gong-like,new_clips2/980.mp3,metal,metal
981,Rock dropping on rocks simply,new_clips2/981.mp3,trash,rock
982,Rock drops in a basement,new_clips2/982.mp3,trash,rock
983,Skateboard dropping,new_clips2/983.mp3,trash,skateboard
984,Skateboard dropping,new_clips2/984.mp3,trash,skateboard
985,Rock drops in a basement,new_clips2/985.mp3,trash,rock
